Cod;titulo;autor;editora;valor;publicacao;edicao;idioma
362;Matérias-primas alimentâcias;55;2;388.93;27/09/2008;3;portugues
363;Discours sur l'origine et les fondements de l'inegalite parmi les hommes ;37;2;96.22;16/01/2010;4;portugues
364;Princâpios de fâsica ;33;2;461.3;13/05/2016;5;portugues
365;Automated theory formation in pure mathematics ;42;2;440.56;06/06/2008;2;portugues
366;Sinais e sintomas em geriatria ;27;2;86.0;06/04/2004;2;portugues
367;Prêmio FUNARTE de dramaturgia 2005;32;2;41.86;10/05/2016;3;portugues
368;Empacotamento e pasteurizaçào de leite na fazenda;52;2;124.33;23/12/2016;4;portugues
369;Coletânea de trabalhos sobre a EMBRAPA ;45;2;331.49;07/02/2011;1;portugues
370;Fish in nutrition ;31;2;349.13;22/05/2016;4;portugues
371;O século da cançào ;58;2;0.54;13/04/2006;2;portugues
372;Plano Nacional de Educaçào PNE;42;2;449.59;04/06/2006;4;portugues
373;Fâsica ;31;2;21.48;07/07/2000;4;portugues
374;"Filtro KLDVS para atenuaçào do ruâdo ""ground roll""";47;2;13.91;23/02/2014;1;portugues
375;O psicílogo no hospital público;5;2;437.2;06/08/2018;3;portugues
376;A Confluência dos olhares;51;2;399.49;21/07/2003;4;portugues
377;Probabilidade e processos estocásticos ;14;2;405.02;02/07/2012;2;portugues
378;Psicologia da aprendizagem;50;2;168.09;07/01/2007;1;portugues
379;Lachelier ;64;2;454.75;03/11/2003;2;portugues
380;Direito civil;19;2;158.28;07/07/2004;5;portugues
381;Planificaciín y análisis de la calidad ;4;2;328.59;21/03/2018;2;portugues
382;Politica e imaginário nos meios de comunicaçào para massas no Brasil ;19;2;237.85;02/11/2008;2;portugues
383;"O último dia de um condenado ; Claude Gueux ";55;2;470.49;08/12/2012;5;portugues
384;A meta;20;2;426.81;31/01/2013;1;portugues
385;Prediçào da incrustaçào em um trocador de calor baseada em redes neurais artificiais;27;2;334.94;14/03/2016;4;portugues
386;A vida privada no Segundo Império;31;2;386.51;27/05/2009;2;portugues
387;Típicos da mensagem apresentada à  Câmara Municipal de Mossorí em 31 de marco de 1949 ;59;2;87.46;30/09/2009;5;portugues
388;Local and metropolitan area networks ;3;2;246.78;03/07/2013;5;portugues
389;Cidade Escola Jardim da Esperança;6;2;230.01;26/04/2000;3;portugues
390;Paratii;62;2;257.98;27/12/1999;3;portugues
391;Estudo das alterações cognitivas, motoras e neuroquâmicas e dois novos modelos progressivos da Doença de Parkinson;31;2;309.46;06/05/2004;1;portugues
392;Conduçào eletrônica e propriedades termodinâmicas da molécula de DNA;65;2;131.62;20/05/2006;3;portugues
393;Práticas discursivas em blogs polâticos;49;2;357.08;11/09/2009;2;portugues
394;Utilizaçào de RNA's na construçào do diagrama de vida constante de probabilidade de materiais compísitos;23;2;231.81;23/06/2012;2;portugues
395;Evoluçào top-hat hidrodinâmica em campos de velocidades peculiares primordiais;52;2;243.91;22/01/2014;5;portugues
396;Atlas de anatomia humana ;39;2;9.6;26/07/2008;4;portugues
397;Efeitos da regionalizaçào sobre os preços recebidos pelos pecuaristas no Estado de Sào Paulo ;48;2;143.75;06/07/2010;2;portugues
398;The natural history of the whale ;39;2;263.32;14/06/2000;2;portugues
399;A metafâsica do cinema de Robert Bresson ;53;2;304.48;12/09/2003;2;portugues
400;Processo internacional de direitos humanos;57;2;67.39;25/02/2012;2;portugues
401;Sermões ;62;2;9.27;06/07/2007;5;portugues
402;Crimenes de guerra ;66;2;316.06;05/05/2011;1;portugues
403;Web design all-in-one for dummies ;43;2;225.96;09/07/2010;5;portugues
404;Marketing da promoçào e merchandising;11;2;2.46;18/02/2007;1;portugues
405;General review of the trawl fishery and the dimersal fish stocks of the South China Sea ;39;2;187.63;21/12/2013;2;portugues
406;Québec, une autre Amérique ;19;2;321.65;11/01/2012;5;portugues
407;Eu quero passar no concurso ;47;2;150.86;24/09/2007;1;portugues
408;Materials Science and engineering;40;2;259.49;17/11/2001;5;portugues
409;Prevalência de sobrepeso e obesidade em escolares brasileiros;13;2;492.21;04/08/2014;2;portugues
410;Uma aventura ecolígica em Fernando de Noronha ;54;2;412.51;25/10/2003;3;portugues
411;Desperte!;38;2;418.48;09/03/2009;1;portugues
412;Olericultura no trípico úmido;9;2;97.66;16/07/2007;3;portugues
413;Design gráfico;22;2;118.36;23/01/2014;3;portugues
414;Laboratory hematology practice ;11;2;509.81;23/10/2009;3;portugues
415;Pesquisas de conhecer. -;56;2;235.18;18/09/2018;4;portugues
416;Socrate;29;2;447.13;26/09/2015;2;portugues
417;Objetos de desejo;53;2;414.32;14/02/2002;1;portugues
418;Accent on Orff;31;2;19.31;15/12/2000;4;portugues
419;Ecofisiologia da produçào agricola ;14;2;51.14;23/10/2000;3;portugues
420;Os vendilhões do templo ;32;2;406.02;26/01/2007;4;portugues
421;Let's go reader 3;69;2;181.67;22/04/2000;5;portugues
422;La pensée et la vie;18;2;360.5;08/07/2004;4;portugues
423;A materializaçào do princâpio da dignidade da pessoa humana e o cumprimento das penas privativas de liberdade;15;2;465.71;19/09/2001;5;portugues
424;Uma contribuiçào à  reformulaçào da norma regulamentadora 13 (NR-13) na perspectiva da adoçào de sistema de gestào de segurança e saúde ocupacional;30;2;270.68;11/12/2010;3;portugues
425;Methods of numerical mathematics ;27;2;104.75;21/10/2000;1;portugues
426;O noivo da ratinha ;66;2;510.9;25/10/2013;2;portugues
427;O Que tem nesta venda? ;7;2;154.37;26/06/2014;2;portugues
428;Cabala;46;2;149.66;01/07/2007;1;portugues
429;Bééé ;63;2;423.58;06/03/2008;2;portugues
430;Diffusion MRI;11;2;302.4;24/03/2009;4;portugues
431;Histírias de mistério e imaginaçào ;32;2;386.96;12/02/2010;1;portugues
432;Pé de pilào ;71;2;281.24;02/06/2002;4;portugues
433;Queratoplastias y queratoprotesis ;68;3;246.0;27/01/2007;4;portugues
434;Bola no pé;41;3;355.78;15/11/2003;5;portugues
435;Conservaçào e uso sustentável de plantas medicinais e aromáticas;6;3;381.09;16/09/2010;5;portugues
436;Epistemologia e didatica;33;3;172.61;17/12/2011;5;portugues
437;Os três porquinhos ;1;3;309.87;25/10/2000;5;portugues
438;A interaçào nas distâncias;71;3;442.2;05/11/2010;3;portugues
439;Pedagogia;38;3;457.76;14/02/2002;4;portugues
440;A sociedade vista do abismo;12;3;266.92;01/02/2017;5;portugues
441;Midia, questào social e serviço social ;26;3;498.97;10/05/2004;5;portugues
442;Cooperativismo sob a ítica da economia solidária e popular;29;3;53.19;10/11/2011;3;portugues
443;O discurso ficcional na TV;43;3;144.64;01/05/2006;3;portugues
444;Felicidade autêntica;25;3;149.45;17/08/2010;2;portugues
445;Resoluções CONAMA, 1984 a 1990 ;17;3;101.91;14/11/2012;5;portugues
446;Odontologia restauradora;74;3;13.77;12/04/2016;4;portugues
447;Educaçào fâsica inclusiva na escola;45;3;101.72;20/06/2015;2;portugues
448;The detection of fish ;74;3;40.1;10/07/2011;4;portugues
449;Decifrar pessoas;26;3;325.97;10/12/2016;4;portugues
450;O candango na fundaçào de Brasâlia;60;3;88.38;18/09/2010;4;portugues
451;Biopsiquiatria;66;3;277.38;16/09/2018;3;portugues
452;Estudos de validade da escala de dependência alccílica do Millon Multiaxial Inventory III para oa Brasil;13;3;271.26;09/10/2016;5;portugues
453;Finite elements;44;3;509.62;06/01/2016;5;portugues
454;AEMA;43;3;241.2;24/07/2007;3;portugues
455;Ethopoiésis e heavy metal;10;3;451.74;13/03/2000;2;portugues
456;Estudios sobre iconologia ;42;3;469.04;16/01/2003;3;portugues
457;Avaliaçào do desempenho da semeadora-adubadora Magnum 2850 PD no basalto paranaense ;57;3;247.88;29/03/2017;5;portugues
458;Fundamentos da psicologia do esporte e do exercâcio ;54;3;319.28;25/06/2001;4;portugues
459;Inlay e onlay metalica e estetica;67;3;167.73;06/08/2001;3;portugues
460;Geometric modeling ;11;3;8.86;15/09/2006;1;portugues
461;Trajetíria profissional e rupturas epistemolígicas na educaçào fâsica e na atuaçào do professor;62;3;353.2;11/04/2001;3;portugues
462;Marine ecology;12;3;21.02;06/03/2005;3;portugues
463;Principles of communication engineering ;18;3;398.81;31/08/2016;2;portugues
464;Cistos odontogênicos intra-ísseos;2;3;149.87;11/09/2011;1;portugues
465;The finite element method ;73;3;418.62;07/10/2016;1;portugues
466;Ulisses e Narciso;25;3;138.66;24/06/2012;5;portugues
467;A treatise on limnology ;29;3;159.11;02/12/2011;5;portugues
468;Ligaçào de hidrogênio ;34;3;266.99;21/07/2014;3;portugues
469;Handbook of GCMS;21;3;322.09;02/11/2013;3;portugues
470;Probabilidades imprecisas;39;3;101.34;01/10/2010;3;portugues
471;Fumar ou nào fumar;35;3;368.0;06/06/2016;3;portugues
472;A invençào das Minas Gerais;14;3;203.15;03/05/2011;5;portugues
473;Raimundo Rubira da Luz;63;3;428.41;20/11/2007;3;portugues
474;àndios e negros do Brasil ;25;3;221.98;03/04/2016;3;portugues
475;Manual de pesca ;46;3;436.12;11/11/2011;2;portugues
476;Como vivem os pássaros ;38;3;301.37;13/10/2011;1;portugues
477;Atlas colorido de hematologia ;37;3;54.07;25/02/2018;5;portugues
478;Deinonychus ;20;3;363.94;24/05/2005;3;portugues
479;Atkins' physical chemistry ;7;3;44.33;11/06/2015;4;portugues
480;Natal,;51;3;257.49;13/11/2010;4;portugues
481;Supervisírio inteligente de processos na idústria do petríleo e gás;61;3;132.8;17/05/2003;2;portugues
482;Mulheres de Atenas;8;3;299.15;12/11/2007;1;portugues
483;Comportamento e dimensionamento de alvenaria estrutural ;8;3;507.62;26/05/2007;1;portugues
484;Cultura da convergência ;46;3;411.12;25/04/2016;2;portugues
485;Podcast na educaçào brasileira;6;3;250.17;09/04/2015;3;portugues
486;Os princâpios fundamentais e os direitos e deveres individuais e coletivos ;70;3;89.7;27/09/2017;4;portugues
487;O despertar dos deuses ;53;3;124.0;04/12/2017;3;portugues
488;O Gênero Cyathus Haller: Pers. (Agaricales, Basidiomycota) em áreas de caatinga do nordeste brasileiro;38;3;493.44;26/07/2014;2;portugues
489;Guia sexual para relacionamentos amorosos;54;3;391.43;06/03/2007;5;portugues
490;Controle fuzzy espacialmente diferenciado para um sistema de irrigaçào;17;3;353.87;29/11/2004;4;portugues
491;Medicina ambulatorial ;69;3;402.01;09/05/2017;1;portugues
492;Carlos Vergara. -;11;3;236.08;29/05/2002;5;portugues
493;Kôssovo;18;3;144.07;05/12/2005;3;portugues
494;Era inevitável a revoluçào russa? ;61;3;191.86;29/04/2011;5;portugues
495;Música, sociedade e polâtica;14;3;162.06;30/11/1999;1;portugues
496;Clave de lua ;20;3;83.71;14/07/2018;4;portugues
497;Regulaçào no Brasil;72;3;15.04;24/04/2014;1;portugues
498;Construções do português do Brasil;63;3;453.1;03/12/2002;3;portugues
499;Aspectos constitucionais da anulaçào de decisào definitiva da administraçào pública federal do processo tributário;28;3;53.63;16/12/2010;4;portugues
500;Implementing and maintaining Microsoft SQL Server 2008 eporting services ;46;3;378.52;14/04/2003;5;portugues
501;Controle externo público do Mercosul;8;3;407.69;24/03/2007;4;portugues
502;De todos os cantos do mundo ;52;3;186.94;30/04/2005;3;portugues
503;Fenômenos de transporte ;21;3;475.84;21/04/2004;1;portugues
504;Amazônia, esperança do planeta ;9;3;156.61;09/06/2015;5;portugues
505;Reflexões e práticas em gestào de recursos humanos e marketing ;34;3;123.29;22/09/2002;3;portugues
506;Sem medo ;10;3;18.74;06/10/2003;5;portugues
507;La Namibie independante;71;3;73.8;03/06/2002;5;portugues
508;Repertírio da prática brasileira do direito internacional público ;68;3;440.99;24/01/2009;1;portugues
509;Programaçào orientada a objetos com Java;45;3;482.16;15/01/2003;2;portugues
510;"Os músicos de bremen ; os três porquinhos ";30;3;429.59;10/08/2000;2;portugues
511;Pequeno manual de treinamento em sistemas de gestào ambiental;54;3;343.38;10/05/2016;4;portugues
512;Peguy ;73;3;461.5;13/06/2009;5;portugues
513;Epistolario Iberio;43;3;211.66;06/07/2012;3;portugues
514;Fundamentos da programaçào de computadores;18;3;444.3;31/03/2008;2;portugues
515;Como o futebol explica o mundo;34;3;310.25;14/01/2007;2;portugues
516;Sintering theory and practice ;55;3;363.17;10/02/2013;3;portugues
517;Identidade e docência;13;3;306.76;03/04/2010;3;portugues
518;Fish as food ;8;3;27.88;05/11/2000;3;portugues
519;A Essência da saúde. -;5;3;285.49;10/12/2007;2;portugues
520;Study reading;30;3;169.91;07/08/2010;1;portugues
521;Spinoza et le pantheisme religieux ;50;3;382.56;04/09/2005;2;portugues
522;Robbins patologia básica ;17;3;162.1;29/08/2001;3;portugues
523;Propriedades magnéticas estáticas e dinâmicas de tricamadas FeCrFe;18;3;220.59;28/02/2011;4;portugues
524;Enciclopédia visual;41;3;250.88;18/03/2004;3;portugues
525;Asdrúbal, o mágico;54;3;195.38;07/02/2005;3;portugues
526;Metodologias de amostragem para avaliaçào das populações de lagosta;22;3;503.55;14/03/2000;1;portugues
527;A curiosidade premiada ;5;3;154.92;20/12/2012;4;portugues
528;Capitalismo e natureza;27;3;412.43;01/07/2001;1;portugues
529;Educaçào sexual nas escolas;15;3;203.61;14/06/2011;4;portugues
530;The edible crab;53;3;100.35;10/08/2002;4;portugues
531;Los foraminâferos recientes;69;3;280.62;16/05/2001;5;portugues
532;Amilcar de Castro;11;3;412.08;16/11/2008;2;portugues
533;Sonoro Diamante Negro ;49;3;282.84;20/07/2004;1;portugues
534;Cinematígrafo;30;3;317.33;06/09/2002;3;portugues
535;Philosophie generale ;43;3;300.34;09/06/2015;1;portugues
536;Bases para o manejo integrado das pragas do dendezeiro;22;3;501.65;10/10/2000;5;portugues
537;A criaçào da pintura;34;3;342.14;19/10/2000;4;portugues
538;Terapia cognitivo-comportamental de alto rendimento para sessões breves;3;3;426.41;17/07/2018;4;portugues
539;Pela reconstruçào da cooperaçào nas Américas;5;3;212.46;03/02/2002;1;portugues
540;Atlas de histologia;22;3;446.45;02/05/2010;4;portugues
541;Conversas com um jovem professor ;73;3;465.78;22/05/2008;1;portugues
542;O sinal e o ruâdo;50;3;78.71;07/08/2004;2;portugues
543;Vida ;19;3;166.5;13/04/2002;3;portugues
544;Paris ;30;3;392.49;28/05/2007;4;portugues
545;Projeto de um transformador utilizado em uma planta de plasma;69;3;210.01;02/06/2014;5;portugues
546;Historia de las ideas esteticas en Espaà±a (siglos XVI, XVII y XVIII) ;7;3;279.41;21/05/2010;4;portugues
547;De fato e de direito;56;3;458.69;01/07/2015;2;portugues
548;O oriental, o antigo e o primitivo;48;3;276.56;13/03/2005;5;portugues
549;Pérolas dào azar e outros contos de suspense ;62;3;97.14;16/10/2010;3;portugues
550;Bravo!: ;41;3;20.07;03/05/2008;4;portugues
551;Dez olhares sobre juventude e cultura ;46;3;51.66;09/05/2006;5;portugues
552;Da cor à  cor inexistente ;74;3;4.68;10/12/2017;2;portugues
553;An informal introduction to theoretical fluid mechanics ;70;3;16.61;12/03/2012;4;portugues
554;A foice de ouro ;19;3;129.68;23/02/2009;5;portugues
555;Um dia, no circo ;38;3;56.22;15/06/2018;4;portugues
556;Os melhores contos da América Latina ;64;3;477.24;16/03/2018;3;portugues
557;Tropical freshwater wetlands;73;3;324.59;03/01/2015;1;portugues
558;Devido processo legal e processo administrativo sancionador nas agências reguladoras;7;3;18.03;03/10/2001;2;portugues
559;Les fondements de la sémantique formelle des langages pragmatiques ;22;3;133.79;11/12/2010;2;portugues
560;Fitoterapia;23;3;313.36;20/01/2017;4;portugues
561;Contabilidade gerencial nas empresas;4;3;113.32;03/08/2000;1;portugues
562;Matemática discreta;66;3;509.89;29/03/2014;2;portugues
563;Matriz de insumo-produto do nordeste e Estados:;46;3;151.9;11/06/2007;1;portugues
564;Environmental hydrology ;63;3;421.12;20/08/2008;2;portugues
565;Manoel Bomfim ;51;3;313.43;05/01/2000;1;portugues
566;Respostas fisiolígicas durante teste de caminhada de 6 minutos em mulheres com diferentes nâveis de adiposidade;58;3;216.97;03/04/2004;3;portugues
567;A dignidade da pessoa humana no direito constitucional contemporâneo;49;3;246.46;18/10/2010;4;portugues
568;Caminhos de sobrevivência institucional;17;3;9.23;27/11/2010;1;portugues
569;Participaçào popular na elaboraçào de orçamentos públicos municipais;71;3;330.97;04/08/2012;4;portugues
570;Reflexões e experiências em psicologia jurâdica no contexto criminal-penal ;52;3;151.87;23/01/2012;5;portugues
571;Gà¶del, Escher, Bach;37;3;371.64;01/11/2016;2;portugues
572;O que Deus tem de melhor para a minha vida ;46;3;471.04;17/08/2005;4;portugues
573;O projeto genoma humano ;54;3;158.49;16/10/2011;5;portugues
574;Projetando para o iPad;46;3;119.23;08/01/2013;5;portugues
575;[Anais do] Seminário de Comunicaçào Banco do Brasil;24;3;33.62;03/02/2012;3;portugues
576;Contos brasileiros de futebol ;65;3;316.38;08/11/2010;2;portugues
577;Marine microbial ecology ;11;5;436.9;07/09/2003;3;portugues
578;Giroflê, giroflá ;71;5;189.26;03/09/2000;4;portugues
579;El Vecino del quinto ;45;5;463.84;13/11/2005;4;portugues
580;Lígica para principiantes ;48;5;5.53;03/09/2016;3;portugues
581;Folclore fantástico ;29;5;136.32;22/07/2015;1;portugues
582;Lições de direito econômico ;67;5;117.88;06/05/2010;3;portugues
583;Estudos surdos;35;5;327.86;09/04/2004;5;portugues
584;Mathematics for the nonmathematician ;32;5;145.68;04/05/2016;5;portugues
585;The invertebrates;53;5;56.34;03/05/2011;4;portugues
586;Localizaçào de faltas em linhas de transmissào de múltiplos terminais a partir de registros oscilográficos sincronizados via transformada Wavelet;7;5;257.71;04/01/2015;3;portugues
587;Perfil de memíria e ativaçào de linfícitos T na Leishmaniose visceral;2;5;270.75;09/06/2008;1;portugues
588;Teoria lingà¼âstica (teoria lexical e lingà¼âstica computacional) ;19;5;371.89;07/02/2003;5;portugues
589;Panorama econômico dos principais segmentos do setor farmacêutico brasileiro;38;5;271.84;31/10/2016;5;portugues
590;O sexo de Deus ;38;5;317.72;11/04/2008;5;portugues
591;Digital and analog communication systems ;6;5;285.19;27/03/2009;5;portugues
592;Colors;68;5;462.0;25/02/2005;5;portugues
593;Biodiversity;39;5;424.59;02/03/2009;1;portugues
594;Ceará e Pernambuco ;72;5;261.55;12/09/2006;4;portugues
595;Introduçào à  prática da estatâstica ;40;5;305.16;02/05/2012;5;portugues
596;"Coletânea X Seminário ""O lazer em debate"" ";56;5;445.2;29/10/2017;4;portugues
597;Curso de direito processual penal ;26;5;310.58;30/05/2000;1;portugues
598;O doce veneno do escorpiào;30;5;403.53;12/05/2005;2;portugues
599;Relatírio sobre experiências na implantaçào de unidades de referência tecnolígica em sistemas agroflorestais, no Projeto Iguatú II ;73;5;112.27;21/12/2015;1;portugues
